UID,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,Machine Failure
9241,M24100,Medium,298.1,308.7,1362,49.6,158,67555.2,No,No,No,No,No,No
9242,L56421,Low,298.1,308.7,1683,29.1,161,48975.3,No,No,No,No,No,No
9243,M24102,Medium,298.2,308.7,1269,60.9,163,77282.09999999999,No,No,No,No,No,No
9244,L56423,Low,298.3,308.8,1454,49.0,166,71246.0,No,No,No,No,No,No
9245,L56424,Low,298.3,308.8,1767,27.3,168,48239.1,No,No,No,No,No,No
9246,L56425,Low,298.3,308.9,1708,27.3,170,46628.4,No,No,No,No,No,No
9247,L56426,Low,298.3,308.9,1862,27.0,172,50274.0,No,No,No,No,No,No
9248,L56427,Low,298.3,308.9,1695,30.7,174,52036.5,No,No,No,No,No,No
9249,M24108,Medium,298.3,309.1,1488,40.6,176,60412.8,No,No,No,No,No,No
9250,L56429,Low,298.3,309.0,1657,32.2,179,53355.4,No,No,No,No,No,No
9251,H38664,High,298.3,309.0,1823,25.9,181,47215.7,No,No,No,No,No,No
9252,M24111,Medium,298.2,309.1,1651,28.8,186,47548.8,No,No,No,No,No,No
9253,M24112,Medium,298.1,309.0,1533,36.1,189,55341.3,No,No,No,No,No,No
9254,M24113,Medium,298.2,309.0,1508,40.5,192,61074.0,No,No,No,No,No,No
9255,L56434,Low,298.3,309.1,1616,31.1,195,50257.600000000006,No,No,No,No,No,No
9256,L56435,Low,298.2,309.0,1651,31.5,197,52006.5,No,No,No,No,No,No
9257,L56436,Low,298.2,309.1,1569,35.2,199,55228.8,No,No,No,No,No,No
9258,M24117,Medium,298.3,309.1,1296,58.7,201,76075.2,No,No,No,No,No,No
9259,H38672,High,298.3,309.0,1379,43.2,0,59572.8,No,No,No,No,No,No
9260,M24119,Medium,298.2,309.0,1694,28.0,5,47432.0,No,No,No,No,No,No
9261,L56440,Low,298.2,309.0,1377,57.8,8,79590.59999999999,No,No,No,No,No,No
9262,H38675,High,298.3,309.0,1470,38.4,10,56448.0,No,No,No,No,No,No
9263,M24122,Medium,298.3,309.1,1404,47.0,15,65988.0,No,No,No,No,No,No
9264,L56443,Low,298.3,309.1,1593,40.1,18,63879.3,No,No,No,No,No,No
9265,M24124,Medium,298.3,309.0,1526,36.9,20,56309.4,No,No,No,No,No,No
9266,M24125,Medium,298.3,308.9,1390,49.7,23,69083.0,No,No,No,No,No,No
9267,L56446,Low,298.2,308.9,1737,25.5,26,44293.5,No,No,No,No,No,No
9268,L56447,Low,298.2,308.8,1362,57.3,28,78042.59999999999,No,No,No,No,No,No
9269,L56448,Low,298.2,308.8,1666,31.5,30,52479.0,No,No,No,No,No,No
9270,L56449,Low,298.2,308.8,1354,60.9,32,82458.59999999999,No,No,No,No,No,No
9271,L56450,Low,298.2,308.8,1302,60.4,34,78640.8,No,No,No,No,No,No
9272,L56451,Low,298.2,308.7,1991,20.5,36,40815.5,No,No,No,No,No,No
9273,L56452,Low,298.2,308.6,1353,54.1,38,73197.3,No,No,No,No,No,No
9274,H38687,High,298.2,308.7,1520,35.7,40,54264.00000000001,No,No,No,No,No,No
9275,L56454,Low,298.2,308.7,1428,54.9,45,78397.2,No,No,No,No,No,No
9276,L56455,Low,298.2,308.7,1605,29.4,47,47187.0,No,No,No,No,No,No
9277,L56456,Low,298.1,308.7,1691,30.3,49,51237.3,No,No,No,No,No,No
9278,L56457,Low,298.2,308.7,1447,48.4,51,70034.8,No,No,No,No,No,No
9279,H38692,High,298.2,308.8,1606,39.9,53,64079.399999999994,No,No,No,No,No,No
9280,M24139,Medium,298.2,308.8,1645,28.2,58,46389.0,No,No,No,No,No,No
9281,H38694,High,298.2,308.8,1470,43.3,61,63650.99999999999,No,No,No,No,No,No
9282,L56461,Low,298.2,308.9,1336,45.0,66,60120.0,No,No,No,No,No,No
9283,M24142,Medium,298.2,308.9,1414,44.3,68,62640.2,No,No,No,No,No,No
9284,M24143,Medium,298.3,309.0,1802,27.5,71,49555.0,No,No,No,No,No,No
9285,L56464,Low,298.2,308.9,1683,31.7,74,53351.1,No,No,No,No,No,No
9286,M24145,Medium,298.2,309.0,1410,47.6,76,67116.0,No,No,No,No,No,No
9287,L56466,Low,298.2,308.9,1605,32.0,79,51360.0,No,No,No,No,No,No
9288,L56467,Low,298.2,308.9,1709,28.1,81,48022.9,No,No,No,No,No,No
9289,L56468,Low,298.2,308.9,1444,53.1,83,76676.40000000001,No,No,No,No,No,No
9290,L56469,Low,298.2,308.9,1367,45.0,85,61515.0,No,No,No,No,No,No
9291,L56470,Low,298.2,309.0,1418,44.2,87,62675.600000000006,No,No,No,No,No,No
9292,L56471,Low,298.2,309.0,1353,57.8,89,78203.4,No,No,No,No,No,No
9293,L56472,Low,298.2,309.0,1643,34.1,91,56026.3,No,No,No,No,No,No
9294,L56473,Low,298.3,309.1,1437,38.0,93,54606.0,No,No,No,No,No,No
9295,L56474,Low,298.1,309.0,1437,36.2,95,52019.4,No,No,No,No,No,No
9296,M24155,Medium,298.2,309.0,1413,47.9,97,67682.7,No,No,No,No,No,No
9297,H38710,High,298.2,309.0,1524,39.1,100,59588.4,No,No,No,No,No,No
9298,M24157,Medium,298.1,308.9,1479,43.4,105,64188.6,No,No,No,No,No,No
9299,L56478,Low,298.1,308.9,1313,50.6,108,66437.8,No,No,No,No,No,No
9300,M24159,Medium,298.1,308.9,1335,50.4,110,67284.0,No,No,No,No,No,No
9301,L56480,Low,298.1,308.9,1367,41.9,113,57277.299999999996,No,No,No,No,No,No
9302,M24161,Medium,298.1,308.9,1459,50.3,115,73387.7,No,No,No,No,No,No
9303,M24162,Medium,298.1,308.9,1804,25.1,118,45280.4,No,No,No,No,No,No
9304,L56483,Low,298.2,309.0,1491,38.3,121,57105.299999999996,No,No,No,No,No,No
9305,L56484,Low,298.3,309.1,1537,43.0,123,66091.0,No,No,No,No,No,No
9306,H38719,High,298.3,309.1,1646,30.2,125,49709.2,No,No,No,No,No,No
9307,M24166,Medium,298.3,309.2,1783,28.3,130,50458.9,No,No,No,No,No,No
9308,L56487,Low,298.3,309.1,1395,49.8,133,69471.0,No,No,No,No,No,No
9309,L56488,Low,298.4,309.1,1423,48.0,135,68304.0,No,No,No,No,No,No
9310,L56489,Low,298.3,309.2,1562,37.6,137,58731.200000000004,No,No,No,No,No,No
9311,L56490,Low,298.4,309.3,1549,40.8,139,63199.2,No,No,No,No,No,No
9312,L56491,Low,298.4,309.4,1540,43.2,141,66528.0,No,No,No,No,No,No
9313,H38726,High,298.5,309.4,1573,33.6,143,52852.8,No,No,No,No,No,No
9314,L56493,Low,298.5,309.4,1418,45.1,148,63951.8,No,No,No,No,No,No
9315,M24174,Medium,298.5,309.4,1565,33.7,150,52740.50000000001,No,No,No,No,No,No
9316,L56495,Low,298.5,309.5,1569,41.0,153,64329.0,No,No,No,No,No,No
9317,H38730,High,298.5,309.4,1417,41.2,155,58380.4,No,No,No,No,No,No
9318,L56497,Low,298.5,309.5,1480,38.1,160,56388.0,No,No,No,No,No,No
9319,L56498,Low,298.5,309.4,1364,44.5,162,60698.0,No,No,No,No,No,No
9320,L56499,Low,298.5,309.4,1911,21.5,164,41086.5,No,No,No,No,No,No
9321,L56500,Low,298.4,309.3,1409,43.1,166,60727.9,No,No,No,No,No,No
9322,L56501,Low,298.4,309.2,1335,53.5,168,71422.5,No,No,No,No,No,No
9323,M24182,Medium,298.5,309.3,1512,38.1,170,57607.200000000004,No,No,No,No,No,No
9324,L56503,Low,298.6,309.4,1447,40.2,173,58169.4,No,No,No,No,No,No
9325,L56504,Low,298.6,309.3,1537,37.6,175,57791.200000000004,No,No,No,No,No,No
9326,M24185,Medium,298.6,309.3,1510,40.8,177,61607.99999999999,No,No,No,No,No,No
9327,L56506,Low,298.6,309.3,1677,31.2,180,52322.4,No,No,No,No,No,No
9328,L56507,Low,298.5,309.2,1504,33.7,182,50684.8,No,No,No,No,No,No
9329,H38742,High,298.5,309.1,2051,19.0,184,38969.0,No,No,No,No,No,No
9330,L56509,Low,298.5,309.1,1474,41.3,189,60876.2,No,No,No,No,No,No
9331,M24190,Medium,298.4,309.0,1507,36.1,191,54402.700000000004,No,No,No,No,No,No
9332,L56511,Low,298.4,308.9,1496,37.9,194,56698.4,No,No,No,No,No,No
9333,M24192,Medium,298.5,309.0,1921,22.0,196,42262.0,No,No,No,No,No,No
9334,L56513,Low,298.5,309.0,1450,40.5,199,58725.0,No,No,No,No,No,No
9335,L56514,Low,298.4,308.9,1402,44.8,201,62809.6,No,No,No,No,No,No
9336,L56515,Low,298.4,308.9,1501,50.0,203,75050.0,No,No,No,No,No,No
9337,L56516,Low,298.5,308.9,1725,31.9,205,55027.5,No,No,No,No,No,No
9338,H38751,High,298.5,308.9,1500,40.3,207,60449.99999999999,No,No,No,No,No,No
9339,H38752,High,298.5,309.0,1531,30.8,212,47154.8,No,No,No,No,No,No
9340,L56519,Low,298.5,309.0,1458,44.8,217,65318.399999999994,No,No,No,No,No,No
9341,H38754,High,298.4,308.9,1577,37.1,0,58506.700000000004,No,No,No,No,No,No
9342,M24201,Medium,298.3,308.9,1363,46.1,5,62834.3,No,No,No,No,No,No
9343,H38756,High,298.3,308.9,1706,31.8,8,54250.8,No,No,No,No,No,No
9344,M24203,Medium,298.3,308.8,1391,50.4,13,70106.4,No,No,No,No,No,No
9345,L56524,Low,298.2,308.8,1616,33.7,16,54459.200000000004,No,No,No,No,No,No
9346,L56525,Low,298.2,308.8,1442,47.0,18,67774.0,No,No,No,No,No,No
9347,M24206,Medium,298.2,308.8,1626,40.4,20,65690.4,No,No,No,No,No,No
9348,M24207,Medium,298.2,308.7,1426,42.6,23,60747.6,No,No,No,No,No,No
9349,L56528,Low,298.2,308.7,1436,49.1,26,70507.6,No,No,No,No,No,No
9350,M24209,Medium,298.2,308.7,1599,36.2,28,57883.8,No,No,No,No,No,No
9351,L56530,Low,298.2,308.7,2186,17.8,31,38910.8,No,No,No,No,No,No
9352,L56531,Low,298.3,308.8,1645,30.4,33,50008.0,No,No,No,No,No,No
9353,L56532,Low,298.2,308.7,1780,27.9,35,49662.0,No,No,No,No,No,No
9354,L56533,Low,298.2,308.8,1345,44.3,37,59583.49999999999,No,No,No,No,No,No
9355,M24214,Medium,298.2,308.8,1607,31.9,39,51263.299999999996,No,No,No,No,No,No
9356,L56535,Low,298.3,308.9,1708,28.0,42,47824.0,No,No,No,No,No,No
9357,L56536,Low,298.3,308.9,1270,52.7,44,66929.0,No,No,No,No,No,No
9358,M24217,Medium,298.3,308.9,1646,25.4,46,41808.399999999994,No,No,No,No,No,No
9359,L56538,Low,298.2,308.7,1407,45.1,49,63455.700000000004,No,No,No,No,No,No
9360,M24219,Medium,298.1,308.7,1581,47.4,51,74939.4,No,No,No,No,No,No
9361,L56540,Low,298.0,308.6,1532,42.6,54,65263.200000000004,No,No,No,No,No,No
9362,L56541,Low,298.0,308.6,1610,33.1,56,53291.0,No,No,No,No,No,No
9363,M24222,Medium,298.0,308.5,1682,33.0,58,55506.0,No,No,No,No,No,No
9364,L56543,Low,297.9,308.5,1519,34.3,61,52101.7,No,No,No,No,No,No
9365,L56544,Low,297.9,308.5,1683,28.5,63,47965.5,No,No,No,No,No,No
9366,M24225,Medium,298.0,308.6,1254,55.8,65,69973.2,No,No,No,No,No,No
9367,L56546,Low,298.0,308.5,1461,48.0,68,70128.0,No,No,No,No,No,No
9368,L56547,Low,297.9,308.5,1472,45.1,70,66387.2,No,No,No,No,No,No
9369,L56548,Low,297.7,308.4,1510,38.6,72,58286.0,No,No,No,No,No,No
9370,M24229,Medium,297.7,308.3,1547,36.8,74,56929.6,No,No,No,No,No,No
9371,H38784,High,297.7,308.4,1418,51.9,77,73594.2,No,No,No,No,No,No
9372,L56551,Low,297.7,308.4,1289,51.3,82,66125.7,No,No,No,No,No,No
9373,L56552,Low,297.7,308.4,1487,41.4,84,61561.799999999996,No,No,No,No,No,No
9374,L56553,Low,297.7,308.5,1453,45.5,86,66111.5,No,No,No,No,No,No
9375,M24234,Medium,297.8,308.5,1466,44.7,88,65530.200000000004,No,No,No,No,No,No
9376,H38789,High,297.7,308.4,1288,49.5,91,63756.0,No,No,No,No,No,No
9377,H38790,High,297.7,308.4,1738,27.7,96,48142.6,No,No,No,No,No,No
9378,H38791,High,297.7,308.3,1488,41.0,101,61008.0,No,No,No,No,No,No
9379,L56558,Low,297.6,308.3,1816,28.8,106,52300.8,No,No,No,No,No,No
9380,L56559,Low,297.5,308.2,1419,48.5,108,68821.5,No,No,No,No,No,No
9381,L56560,Low,297.4,308.1,1435,45.7,110,65579.5,No,No,No,No,No,No
9382,M24241,Medium,297.5,308.1,1480,42.4,112,62752.0,No,No,No,No,No,No
9383,L56562,Low,297.5,308.2,1610,33.6,115,54096.0,No,No,No,No,No,No
9384,H38797,High,297.5,308.1,1548,38.2,117,59133.600000000006,No,No,No,No,No,No
9385,M24244,Medium,297.6,308.1,1379,57.4,122,79154.59999999999,No,No,No,No,No,No
9386,M24245,Medium,297.5,308.1,1907,23.5,125,44814.5,No,No,No,No,No,No
9387,M24246,Medium,297.5,308.0,2033,16.7,128,33951.1,No,No,No,No,No,No
9388,H38801,High,297.4,307.9,1390,52.0,131,72280.0,No,No,No,No,No,No
9389,M24248,Medium,297.5,307.9,1544,37.9,136,58517.6,No,No,No,No,No,No
9390,L56569,Low,297.6,308.0,1258,57.4,139,72209.2,No,No,No,No,No,No
9391,M24250,Medium,297.5,308.0,1560,39.0,141,60840.0,No,No,No,No,No,No
9392,H38805,High,297.6,308.2,2071,18.5,144,38313.5,No,No,No,No,No,No
9393,L56572,Low,297.6,308.1,1437,46.3,149,66533.09999999999,No,No,No,No,No,No
9394,H38807,High,297.7,308.2,1489,43.0,151,64027.0,No,No,No,No,No,No
9395,L56574,Low,297.7,308.2,1334,53.0,156,70702.0,No,No,No,No,No,No
9396,L56575,Low,297.7,308.2,1500,39.9,158,59850.0,No,No,No,No,No,No
9397,L56576,Low,297.8,308.3,1498,47.3,160,70855.4,No,No,No,No,No,No
9398,M24257,Medium,297.7,308.2,1370,53.4,162,73158.0,No,No,No,No,No,No
9399,H38812,High,297.7,308.2,1526,40.1,165,61192.6,No,No,No,No,No,No
9400,L56579,Low,297.8,308.3,1477,44.8,170,66169.59999999999,No,No,No,No,No,No
9401,L56580,Low,297.7,308.2,1446,43.9,172,63479.4,No,No,No,No,No,No
9402,M24261,Medium,297.7,308.2,1720,25.6,174,44032.0,No,No,No,No,No,No
9403,L56582,Low,297.7,308.1,1734,30.7,177,53233.799999999996,No,No,No,No,No,No
9404,L56583,Low,297.7,308.1,1697,29.1,179,49382.700000000004,No,No,No,No,No,No
9405,L56584,Low,297.7,308.2,2007,19.3,181,38735.1,No,No,No,No,No,No
9406,M24265,Medium,297.7,308.1,1469,48.8,183,71687.2,No,No,No,No,No,No
9407,M24266,Medium,297.7,308.1,2189,15.6,186,34148.4,No,No,No,No,No,No
9408,L56587,Low,297.8,308.3,1435,50.1,189,71893.5,No,No,No,No,No,No
9409,H38822,High,297.9,308.4,1637,34.5,191,56476.5,No,No,No,No,No,No
9410,L56589,Low,298.0,308.5,1664,28.3,196,47091.200000000004,No,No,No,No,No,No
9411,M24270,Medium,298.0,308.5,1666,31.0,198,51646.0,No,No,No,No,No,No
9412,L56591,Low,298.0,308.5,1404,46.6,201,65426.4,No,No,No,No,No,No
9413,L56592,Low,298.0,308.5,1702,26.7,203,45443.4,No,No,No,No,No,No
9414,L56593,Low,298.1,308.6,1439,44.9,205,64611.1,No,No,No,No,No,No
9415,L56594,Low,298.1,308.6,1354,53.9,207,72980.59999999999,No,No,No,Yes,No,Yes
9416,M24275,Medium,298.2,308.7,1361,44.2,0,60156.200000000004,No,No,No,No,No,No
9417,M24276,Medium,298.1,308.5,1463,45.9,3,67151.7,No,No,No,No,No,No
9418,H38831,High,298.1,308.4,1515,43.8,6,66357.0,No,No,No,No,No,No
9419,L56598,Low,298.0,308.4,1432,46.2,11,66158.40000000001,No,No,No,No,No,No
9420,L56599,Low,298.0,308.4,1911,22.0,13,42042.0,No,No,No,No,No,No
9421,L56600,Low,298.0,308.4,1472,42.0,15,61824.0,No,No,No,No,No,No
9422,M24281,Medium,298.1,308.5,1382,54.5,17,75319.0,No,No,No,No,No,No
9423,L56602,Low,298.1,308.5,1665,29.6,20,49284.0,No,No,No,No,No,No
9424,L56603,Low,298.1,308.5,1676,30.5,22,51118.0,No,No,No,No,No,No
9425,M24284,Medium,298.0,308.5,1585,33.0,24,52305.0,No,No,No,No,No,No
9426,M24285,Medium,298.1,308.6,1415,46.3,27,65514.49999999999,No,No,No,No,No,No
9427,L56606,Low,298.1,308.7,1341,55.7,30,74693.7,No,No,No,No,No,No
9428,L56607,Low,298.2,308.8,1540,34.8,32,53591.99999999999,No,No,No,No,No,No
9429,H38842,High,298.2,308.8,1837,28.4,34,52170.799999999996,No,No,No,No,No,No
9430,L56609,Low,298.2,308.8,1498,36.0,39,53928.0,No,No,No,No,No,No
9431,L56610,Low,298.1,308.7,1671,28.8,41,48124.8,No,No,No,No,No,No
9432,L56611,Low,298.0,308.6,1430,57.0,43,81510.0,No,No,No,No,No,No
9433,L56612,Low,298.0,308.7,1619,40.1,45,64921.9,No,No,No,No,No,No
9434,M24293,Medium,298.0,308.7,1430,51.9,47,74217.0,No,No,No,No,No,No
9435,L56614,Low,298.0,308.6,1626,33.3,50,54145.799999999996,No,No,No,No,No,No
9436,L56615,Low,298.0,308.7,1443,49.3,52,71139.9,No,No,No,No,No,No
9437,L56616,Low,298.0,308.6,1481,42.5,54,62942.5,No,No,No,No,No,No
9438,M24297,Medium,298.1,308.7,1527,43.0,56,65661.0,No,No,No,No,No,No
9439,M24298,Medium,298.1,308.7,1315,56.8,59,74692.0,No,No,No,No,No,No
9440,M24299,Medium,298.1,308.8,1433,48.2,62,69070.6,No,No,No,No,No,No
9441,M24300,Medium,298.1,308.8,1378,53.5,65,73723.0,No,No,No,No,No,No
9442,L56621,Low,298.1,308.8,1432,43.4,68,62148.799999999996,No,No,No,No,No,No
9443,M24302,Medium,298.1,308.8,1394,47.9,70,66772.59999999999,No,No,No,No,No,No
9444,H38857,High,298.0,308.8,1411,53.8,73,75911.8,No,No,No,No,No,No
9445,L56624,Low,298.1,308.9,2136,15.9,78,33962.4,No,No,No,No,No,No
9446,M24305,Medium,298.2,309.0,1446,45.8,80,66226.8,No,No,No,No,No,No
9447,H38860,High,298.1,308.9,1388,53.5,83,74258.0,No,No,No,No,No,No
9448,M24307,Medium,298.1,308.9,1323,51.7,88,68399.1,No,No,No,No,No,No
9449,L56628,Low,298.2,309.0,1780,29.3,91,52154.0,No,No,No,No,No,No
9450,M24309,Medium,298.1,308.8,1434,41.8,93,59941.2,No,No,No,No,No,No
9451,M24310,Medium,298.0,308.7,1494,42.6,96,63644.4,No,No,No,No,No,No
9452,H38865,High,298.0,308.7,1536,39.6,99,60825.600000000006,No,No,No,No,No,No
9453,M24312,Medium,298.0,308.7,1392,53.4,104,74332.8,No,No,No,No,No,No
9454,H38867,High,298.2,309.0,1360,56.8,107,77248.0,No,No,No,No,No,No
9455,L56634,Low,298.4,309.2,1583,35.4,112,56038.2,No,No,No,No,No,No
9456,L56635,Low,298.5,309.2,1983,20.2,114,40056.6,No,No,No,No,No,No
9457,L56636,Low,298.5,309.3,1630,33.3,116,54278.99999999999,No,No,No,No,No,No
9458,M24317,Medium,298.5,309.3,1692,26.7,118,45176.4,No,No,No,No,No,No
9459,L56638,Low,298.4,309.1,1417,40.6,121,57530.200000000004,No,No,No,No,No,No
9460,L56639,Low,298.4,309.1,1579,36.1,123,57001.9,No,No,No,No,No,No
9461,M24320,Medium,298.4,309.2,1399,45.2,125,63234.8,No,No,No,No,No,No
9462,M24321,Medium,298.4,309.2,1414,46.4,128,65609.59999999999,No,No,No,No,No,No
9463,L56642,Low,298.5,309.3,1570,40.1,131,62957.0,No,No,No,No,No,No
9464,M24323,Medium,298.5,309.3,1552,36.8,133,57113.6,No,No,No,No,No,No
9465,L56644,Low,298.6,309.4,1440,48.2,136,69408.0,No,No,No,No,No,No
9466,M24325,Medium,298.6,309.4,1460,43.8,138,63947.99999999999,No,No,No,No,No,No
9467,L56646,Low,298.6,309.4,1471,48.0,141,70608.0,No,No,No,No,No,No
9468,L56647,Low,298.6,309.3,1702,27.6,143,46975.200000000004,No,No,No,No,No,No
9469,L56648,Low,298.6,309.4,1375,55.4,145,76175.0,No,No,No,No,No,No
9470,L56649,Low,298.6,309.4,1698,33.2,147,56373.600000000006,No,No,No,No,No,No
9471,H38884,High,298.6,309.4,1439,47.1,149,67776.90000000001,No,No,No,No,No,No
9472,M24331,Medium,298.6,309.4,1774,27.5,154,48785.0,No,No,No,No,No,No
9473,M24332,Medium,298.7,309.4,1375,48.3,157,66412.5,No,No,No,No,No,No
9474,L56653,Low,298.7,309.5,1446,40.0,160,57840.0,No,No,No,No,No,No
9475,M24334,Medium,298.7,309.6,1455,46.8,162,68094.0,No,No,No,No,No,No
9476,L56655,Low,298.8,309.6,1523,41.9,165,63813.7,No,No,No,No,No,No
9477,M24336,Medium,298.8,309.6,1692,31.9,167,53974.799999999996,No,No,No,No,No,No
9478,M24337,Medium,298.8,309.6,1693,33.3,170,56376.899999999994,No,No,No,No,No,No
9479,L56658,Low,298.8,309.6,1890,24.0,173,45360.0,No,No,No,No,No,No
9480,H38893,High,298.9,309.6,1600,33.5,175,53600.0,No,No,No,No,No,No
9481,M24340,Medium,298.9,309.6,1434,43.8,180,62809.2,No,No,No,No,No,No
9482,L56661,Low,298.9,309.6,1365,50.9,183,69478.5,No,No,No,No,No,No
9483,H38896,High,298.8,309.6,1309,57.4,185,75136.59999999999,No,No,No,No,No,No
9484,H38897,High,298.9,309.6,1546,35.3,190,54573.799999999996,No,No,No,No,No,No
9485,L56664,Low,298.9,309.6,1663,33.7,195,56043.100000000006,No,No,No,No,No,No
9486,L56665,Low,298.9,309.6,1589,34.2,197,54343.8,No,No,No,No,No,No
9487,M24346,Medium,298.9,309.6,1472,46.0,199,67712.0,No,No,No,No,No,No
9488,L56667,Low,298.9,309.6,1583,39.8,202,63003.399999999994,No,No,No,No,No,No
9489,M24348,Medium,298.9,309.6,1567,34.5,204,54061.5,No,No,No,No,No,No
9490,L56669,Low,298.9,309.7,1407,41.9,207,58953.299999999996,No,No,No,No,No,No
9491,M24350,Medium,299.0,309.7,1418,44.7,209,63384.600000000006,No,No,No,No,No,No
9492,M24351,Medium,299.0,309.7,1489,40.7,212,60602.3,No,No,No,No,No,No
9493,L56672,Low,299.1,309.9,1586,36.6,215,58047.600000000006,No,No,No,No,No,No
9494,L56673,Low,299.1,309.8,1398,55.4,217,77449.2,No,No,No,Yes,No,Yes
9495,L56674,Low,299.2,309.9,1516,41.4,219,62762.4,No,No,No,No,No,No
9496,H38909,High,299.3,310.0,1373,44.8,221,61510.399999999994,No,No,No,No,No,No
9497,M24356,Medium,299.2,310.0,1349,50.4,226,67989.59999999999,No,No,No,No,No,No
9498,H38911,High,299.1,309.9,1443,40.3,0,58152.899999999994,No,No,No,No,No,No
9499,H38912,High,299.2,310.1,1542,36.1,5,55666.200000000004,No,No,No,No,No,No
9500,L56679,Low,299.2,310.1,1534,37.7,10,57831.8,No,No,No,No,No,No
9501,L56680,Low,299.2,310.2,1697,30.6,12,51928.200000000004,No,No,No,No,No,No
9502,L56681,Low,299.3,310.3,1396,47.4,14,66170.4,No,No,No,No,No,No
9503,L56682,Low,299.3,310.2,1495,49.2,16,73554.0,No,No,No,No,No,No
9504,M24363,Medium,299.2,310.3,1551,44.8,18,69484.79999999999,No,No,No,No,No,No
9505,L56684,Low,299.2,310.3,1440,47.0,21,67680.0,No,No,No,No,No,No
9506,L56685,Low,299.2,310.3,1429,40.1,23,57302.9,No,No,No,No,No,No
9507,H38920,High,299.3,310.4,1548,41.6,25,64396.8,No,No,No,No,No,No
9508,L56687,Low,299.3,310.5,1505,38.8,30,58393.99999999999,No,No,No,No,No,No
9509,L56688,Low,299.2,310.4,1611,36.4,32,58640.399999999994,No,No,No,No,No,No
9510,M24369,Medium,299.2,310.4,1502,39.8,34,59779.6,No,No,No,No,No,No
9511,M24370,Medium,299.2,310.4,1504,43.3,37,65123.2,No,No,No,No,No,No
9512,L56691,Low,299.1,310.3,1449,40.7,40,58974.3,No,No,No,No,No,No
9513,L56692,Low,299.0,310.2,1575,37.8,42,59534.99999999999,No,No,No,No,No,No
9514,M24373,Medium,299.0,310.2,1598,33.4,44,53373.2,No,No,No,No,No,No
9515,L56694,Low,299.0,310.1,1416,45.9,47,64994.4,No,No,No,No,No,No
9516,L56695,Low,299.0,310.2,1682,28.8,49,48441.6,No,No,No,No,No,No
9517,L56696,Low,298.9,310.1,1341,54.5,51,73084.5,No,No,No,No,No,No
9518,L56697,Low,298.9,310.1,1523,39.1,53,59549.3,No,No,No,No,No,No
9519,L56698,Low,299.0,310.1,1580,41.9,55,66202.0,No,No,No,No,No,No
9520,L56699,Low,299.0,310.1,1531,36.0,57,55116.0,No,No,No,No,No,No
9521,L56700,Low,299.0,310.1,1375,48.9,59,67237.5,No,No,No,No,No,No
9522,M24381,Medium,298.9,310.1,1484,40.4,61,59953.6,No,No,No,No,No,No
9523,M24382,Medium,299.0,310.2,1657,32.3,64,53521.1,No,No,No,No,No,No
9524,L56703,Low,299.0,310.2,1494,40.6,67,60656.4,No,No,No,No,No,No
9525,H38938,High,299.0,310.3,1658,27.6,69,45760.8,No,No,No,No,No,No
9526,L56705,Low,299.1,310.3,1411,42.1,74,59403.1,No,No,No,No,No,No
9527,M24386,Medium,299.2,310.4,1395,55.4,76,77283.0,No,No,No,No,No,No
9528,L56707,Low,299.1,310.4,1550,43.9,79,68045.0,No,No,No,No,No,No
9529,M24388,Medium,299.1,310.3,1233,59.0,81,72747.0,No,No,No,No,No,No
9530,L56709,Low,299.1,310.3,1459,46.7,84,68135.3,No,No,No,No,No,No
9531,H38944,High,299.1,310.4,1405,53.6,86,75308.0,No,No,No,No,No,No
9532,L56711,Low,299.2,310.5,1458,44.1,91,64297.8,No,No,No,No,No,No
9533,L56712,Low,299.2,310.5,1384,48.7,93,67400.8,No,No,No,No,No,No
9534,L56713,Low,299.2,310.5,1705,29.5,95,50297.5,No,No,No,No,No,No
9535,L56714,Low,299.3,310.6,1443,45.7,97,65945.1,No,No,No,No,No,No
9536,M24395,Medium,299.3,310.6,1609,31.4,99,50522.6,No,No,No,No,No,No
9537,L56716,Low,299.3,310.5,1818,26.0,102,47268.0,No,No,No,No,No,No
9538,M24397,Medium,299.3,310.6,1457,42.1,104,61339.700000000004,No,No,No,No,No,No
9539,L56718,Low,299.3,310.6,1480,45.1,107,66748.0,No,No,No,No,No,No
9540,L56719,Low,299.4,310.8,1424,47.7,109,67924.8,No,No,No,No,No,No
9541,M24400,Medium,299.4,310.8,1628,40.2,111,65445.600000000006,No,No,No,No,No,No
9542,M24401,Medium,299.5,310.8,1754,31.3,114,54900.200000000004,No,No,No,No,No,No
9543,L56722,Low,299.6,310.9,1716,28.5,117,48906.0,No,No,No,No,No,No
9544,M24403,Medium,299.5,310.9,1378,48.7,119,67108.6,No,No,No,No,No,No
9545,L56724,Low,299.6,311.0,1708,31.0,122,52948.0,No,No,No,No,No,No
9546,L56725,Low,299.6,311.0,1430,38.3,124,54768.99999999999,No,No,No,No,No,No
9547,M24406,Medium,299.7,311.2,1560,43.9,126,68484.0,No,No,No,No,No,No
9548,L56727,Low,299.6,311.1,1679,30.7,129,51545.299999999996,No,No,No,No,No,No
9549,L56728,Low,299.6,311.1,1521,37.2,131,56581.200000000004,No,No,No,No,No,No
